hotel_name,property_type,city,address,facilities,rating,min_price,max_price,latitude,longitude
Kurnia Pandawa Homestay Syariah by Luxury Degree,Homestay,Banjarnegara,"Dieng Kulon RT 03 RW 03, Banjarnegara, Jawa Tengah, Indonesia, Banjarnegara","['tiket CLEAN', 'WiFi', 'Parkir', 'Antar Jemput Bandara', 'Penyimpanan Barang', 'tiket CLEAN', 'WiFi', 'Parkir', 'Antar Jemput Bandara', 'Penyimpanan Barang', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Penitipan Bagasi', 'Keamanan']",Belum ada rating,320000,320000,-7.202131,109.905225
Casablanca Family Syariah,Homestay,Banjarnegara,JL RAYA DIENG KULON RT 1 / RW 1 BATUR BANJARNEGARA JAWA TENGAH,"['tiket CLEAN', 'WiFi', 'Parkir', 'Antar Jemput Bandara', 'tiket CLEAN', 'WiFi', 'Parkir', 'Antar Jemput Bandara', 'ATM/Bank', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Staf Multibahasa']",5.0,209472,417687,-7.20257,109.909755
Tikako Cottage,Cottage,"Banjarmangu, Banjarnegara","Dusun I, Kalilunjar, Banjarmangu, Banjarnegara, Central Java","['tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Area Outbound', 'Kolam Renang Private', 'tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Area Outbound', 'Kolam Renang Private', 'Kolam Renang Pribadi', 'Kolam Renang', 'Parkir (Gratis)', 'Area Bermain Anak']",4.1,400000,400000,-7.331235,109.710535
RedDoorz Syariah near Alun Alun Kebumen,Hotel,"Kebumen, Kebumen","Jl. Kapten Piere Tendean No.15 A, Kepatihan, Kutosari, Kec. Kebumen, Kabupaten Kebumen, Jawa Tengah 54317, Indonesia","['WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'Teras', 'AC', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Resepsionis 24 Jam']",3.9,233750,247775,-7.666116,109.648014
Hotel Grand Putra Syariah,Hotel,"Kebumen, Kebumen","Jalan Pemuda No. 27, Dukuh, Kebumen, Kec. Kebumen, Kabupaten Kebumen, Jawa Tengah 54311, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'Antar Jemput Bandara', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'AC', 'Antar Jemput Bandara', 'Penyimpanan Barang', 'Ruang Merokok', 'AC', 'Ruang merokok khusus', 'WiFi Publik', 'Lift', 'Restoran', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Resepsionis 24 Jam']",4.2,345000,345000,-7.672982,109.660952
RedDoorz near Stasiun Kebumen,Hotel,"Kebumen, Kebumen","Jl. Pemuda No.63, Kebumen Kidul, Kebumen, Kec. Kebumen, Kabupaten Kebumen, Jawa Tengah 54311, Indonesia","['WiFi', 'Parkir', 'AC', 'WiFi', 'Parkir', 'AC', 'AC', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Shower']",3.2,227786,361760,-7.675799,109.660526
Hotel Wisma CK,Hotel,"Kebumen, Kebumen","Jl. Cincin Kota No.8, Megabiru, Karangsari, Kec. Kebumen, Kabupaten Kebumen, Jawa Tengah","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'AC', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",Belum ada rating,196000,245000,-7.663304,109.666484
RedDoorz near RSUD Kebumen 2,Hotel,"Kebumen, Kebumen","Jl. Depok Rejo No.7, RW.01, Ketraman, Adikarso, Kec. Kebumen, Kabupaten Kebumen, Jawa Tengah 54317, Indonesia","['WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'AC', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",2.8,155024,232447,-7.69635,109.680139
Wisma Tulus Syariah Kebumen RedPartner,Guest House,"Kebumen, Kebumen","Jl. HM Sarbini No.4a, Kebumen, Bumirejo, Kec. Kebumen, Kabupaten Kebumen, Jawa Tengah 54316, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'AC', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",3.5,180912,227700,-7.665201,109.651211
Bungalow Ungu Kebumen RedPartner,Cottage,"Kebumen, Kebumen","Jl. Lingkar Selatan No. 3 Muktisari Karangtengah, Karangtengah, Muktisari, Kec. Kebumen, Kabupaten Kebumen, No.3 Muktisari, Kecamatan Kebumen Kebumen, 54317 Kebumen, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'AC', 'AC', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",4.0,224229,577395,-7.694809,109.68467
Hotel Chandra Temanggung Syariah RedPartner,Hotel,"Temanggung, Temanggung","'Jalan Pahlawan' 'Jalan Pahlawan, No.27, Giyanti, Kecamatan Temanggung'","['Parkir', 'Resepsionis 24 Jam', 'Parkir', 'Resepsionis 24 Jam', 'Ruang merokok khusus', 'Resepsionis 24 Jam', 'Area Merokok', 'Parkir di hotel']",2.8,81732,126349,-7.327539920806885,110.17962646484376
Hotel Chandra Temanggung Syariah RedPartner,Hotel,"Temanggung, Temanggung","'Jalan Pahlawan' 'Jalan Pahlawan, No.27, Giyanti, Kecamatan Temanggung'","['Parkir', 'Resepsionis 24 Jam', 'Parkir', 'Resepsionis 24 Jam', 'Ruang merokok khusus', 'Resepsionis 24 Jam', 'Area Merokok', 'Parkir di hotel']",2.8,81732,126349,-7.327539920806885,110.17962646484376
Dieng Kledung Pass Hotel & Restaurant,Hotel,"Parakan, Temanggung",Jl. Raya Wonosobo - Parakan Km 17,"['WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Antar Jemput Bandara', 'Perlengkapan BBQ', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Antar Jemput Bandara', 'Perlengkapan BBQ', 'Taman', 'Mendaki', 'WiFi Publik', 'Restoran', 'Layanan Laundry/Dry Cleaning', 'Tur', 'Layanan Concierge', 'Resepsionis 24 Jam']",3.9,358000,358000,-7.341700077056885,110.03112030029295
Hotel Chandra Temanggung Syariah RedPartner,Hotel,"Temanggung, Temanggung","Jl. Pahlawan no. 27, RT 01, RW 05, Karangsari, Giyanti, Temanggung, Jawa Tengah","['tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'WiFi Publik', 'Restoran', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",2.9,167580,239400,-7.32752,110.179422
Hotel Chandra Temanggung Syariah RedPartner,Hotel,"Temanggung, Temanggung","Jl. Pahlawan no. 27, RT 01, RW 05, Karangsari, Giyanti, Temanggung, Jawa Tengah","['tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'WiFi Publik', 'Restoran', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",2.9,167580,239400,-7.32752,110.179422
TriDwi Homestay,Vacation Home,"Parakan, Temanggung","Karang Wetan, DS Mandisari, RT:04, RW:03, Parakan","['WiFi', 'Antar Jemput Bandara', 'WiFi', 'Antar Jemput Bandara', 'Arena Game Center', 'Rak Pakaian', 'Layanan Concierge', 'Layanan penyewaan sepeda']",3.7,180001,280001,-7.271669864654541,110.09707641601562
Umbrella Homestay,Homestay,"Garungan, Wonosobo","Jl. Dieng, Kuripan, Garung, Kabupaten Wonosobo, Jawa Tengah 56353, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'Ruang Merokok', 'AC', 'Ruang merokok khusus', 'WiFi Publik', 'Restoran', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Staf Multibahasa', 'Resepsionis 24 Jam']",4.3,150000,250000,-7.284881,109.931674
RedDoorz near Alun Alun Wonosobo,Hotel,"Wonosobo, Wonosobo","Jl. Jenderal Ahmad Yani No.141, Wonosobo Timur, Wonosobo Tim., Kec. Wonosobo, Kabupaten Wonosobo, Jawa Tengah","['WiFi', 'Parkir', 'Resepsionis 24 Jam', 'Penyimpanan Barang', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'Penyimpanan Barang', 'Teras', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Resepsionis 24 Jam']",3.2,222750,306900,-7.368352,109.901285
The Cabin Tanjung Hotel,hotel,"Kalierang, Wonosobo",Jl Banyumas Km 4 Wonorejo Selomerto Wonosobo,"['InDOnesia CARE', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Fasilitas Rapat', 'InDOnesia CARE', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Fasilitas Rapat', 'Penyimpanan Barang', 'AC', 'Fasilitas rapat', 'WiFi Publik', 'Restoran', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Staf Multibahasa', 'Layanan Concierge', 'Resepsionis 24 Jam']",4.0,311507,350000,-7.3940717,109.8922709
RedDoorz @ Gerbang Dieng Plateau Area,Guest House,"Kejajar, Wonosobo","Jl. Dieng, Parikesit, Kejajar, Kabupaten Wonosobo, Jawa Tengah 56354, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Teras', 'AC', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",3.2,237160,237160,-7.216188,109.930053
Parama Hotel,Hotel,"Wonosobo, Wonosobo",Jl Achmad Yani No 112 Wonosobo Jawa Tengah,"['tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Antar Jemput Bandara', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Antar Jemput Bandara', 'AC', 'Restoran', 'Parkir (Gratis)', 'Layanan Laundry/Dry Cleaning', 'Resepsionis 24 Jam', 'tiket CLEAN']",3.1,198000,238800,-7.366036,109.901509
Arjuna 2 Homestay Syariah Dieng,Hotel,"Kejajar, Wonosobo","Jl. Telaga Warna No.4/1, Dieng, Kejajar, Kabupaten Wonosobo, Jawa Tengah 56354, Indonesia","['tiket CLEAN', 'WiFi', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Resepsionis 24 Jam', 'AC', 'AC', 'WiFi Publik', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",3.6,131225,342720,-7.209461,109.91213
Urbanview Hotel Umbrella Dieng,Hotel,"Garungan, Wonosobo","Jl. Dieng, Kuripan, Kec. Wonosobo, Kabupaten Wonosobo, Jawa Tengah 56353, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'AC', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",4.5,341000,412425,-7.284799,109.931645
RedDoorz Syariah near Terminal Mendolo Wonosobo 2,Hotel,"Wonosobo, Wonosobo","Jl. Lkr. Sel, Ngaglik, Pancurwening, Kec. Wonosobo, Kabupaten Wonosobo, Jawa Tengah 56316, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'AC', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",4.7,187500,415800,-7.366997,109.920006
Hotel Tirta Arum,Hotel,"Wonosobo, Wonosobo","Jalan Raya Kertek - Wonosobo KM. 04 Binangun, Binangun, Wringinanom, Kec. Wonosobo, Kabupaten Wonosobo, Jawa Tengah 56371, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'Teras', 'Ruang Merokok', 'AC', 'WiFi Publik', 'Restoran', 'Ruang Tamu', 'Ruang merokok khusus', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Tur', 'Resepsionis 24 Jam', 'Layanan Laundry/Dry Cleaning', 'Staf Multibahasa']",3.5,150000,350000,-7.369542,109.930256
OYO 90517 Homestay Wonosobo Asri,Hotel,"Wonosobo, Wonosobo","Jl. Kyai Walik Jlegong, Wonosobo, Jawa Tengah 56311, Indonesia","['WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Teras', 'AC', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Check-out Tanpa Antre', 'Check-in Tanpa Antre', 'Resepsionis 24 Jam']",4.3,86205,190770,-7.3507239,109.9093591
SPOT ON 2718 Backpacker's Homestay Jlegong,hotel,"Wonosobo, Wonosobo","Jlamprang, Kecamatan Wonosobo, Rw. 1, Jlamprang, Kabupaten Wonosobo","['tiket CLEAN', 'WiFi', 'Parkir', 'tiket CLEAN', 'WiFi', 'Parkir', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'tiket CLEAN']",3.3,67375,99092,-7.350719,109.911206
Aurora Guest House,Guest House,"Wonosobo, Wonosobo",Jalan Raya Parakan - Wonosobo 61a,"['WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Mendaki', 'AC', 'WiFi Publik', 'Ruang ganti', 'Rak Pakaian', 'Tur', 'Layanan bangun tidur', 'Resepsionis 24 Jam']",3.7,200001,200001,-7.3610100746154785,109.9098892211914
RedDoorz near Terminal Mendolo Wonosobo,Hotel,"Wonosobo, Wonosobo","Perum Purnamandala No.F12, Perum Purnamandala, Bumireso, Kec. Wonosobo, Kabupaten Wonosobo, Jawa Tengah 56316, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'tiket CLEAN', 'WiFi', 'Parkir', 'Hewan Peliharaan Tidak Diperbolehkan', 'Parkir (Gratis)', 'tiket CLEAN']",4.8,217800,232320,-7.370318,109.925143
Homestay Banteng Adventure Dieng RedPartner,Hotel,"Kejajar, Wonosobo","Jl. Dieng No.KM 24, Patakbanteng, Kejajar, Kabupaten Wonosobo, Jawa Tengah 56354, Indonesia","['tiket CLEAN', 'WiFi', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Resepsionis 24 Jam', 'AC', 'Ruang Merokok', 'AC', 'Ruang merokok khusus', 'WiFi Publik', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",4.6,249480,249480,-7.210517,109.924773
RedDoorz near Desa Wisata Tambi Dieng,Hotel,"Kejajar, Wonosobo","Jl. Dieng Km 15 Rejosari, tambi, Rejosari, Tambi, Kejajar, Kabupaten Wonosobo, Jawa Tengah 56354, Indonesia","['WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'AC', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Resepsionis 24 Jam']",3.6,198440,246840,-7.264335,109.948909
Homestay Batu Kelir Syariah Dieng RedPartner,Hotel,"Kejajar, Wonosobo","Jl. Telaga Warna, Dieng, Kejajar, Kabupaten Wonosobo, Jawa Tengah 56354","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Ruang Merokok', 'AC', 'Ruang merokok khusus', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",3.6,126027,175230,-7.205176,109.911562
SPOT ON 2112 Homestay Lestari Dieng,Hotel,"Kejajar, Wonosobo","Jl. Dieng No.16, Kabupaten Wonosobo","['tiket CLEAN', 'WiFi', 'Parkir', 'Penyimpanan Barang', 'tiket CLEAN', 'WiFi', 'Parkir', 'Penyimpanan Barang', 'Teras', 'Ruang Merokok', 'Ruang merokok khusus', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Staf Multibahasa']",3.1,92963,237377,-7.203344,109.911205
Homestay Srikandi Syariah Dieng RedPartner,Hotel,"Kejajar, Wonosobo","Jl. Dieng No.16, Dieng, Kejajar, Kabupaten Wonosobo, Jawa Tengah 56354, Indonesia","['tiket CLEAN', 'WiFi', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Resepsionis 24 Jam', 'AC', 'Ruang Merokok', 'AC', 'Ruang merokok khusus', 'WiFi Publik', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",5.0,138176,406890,-7.204428,109.911867
Mentari Pagi Sikunir Syariah,Hotel,"Kejajar, Wonosobo","desa, Sembungan, Kejajar, Kabupaten Wonosobo, Jawa Tengah 56354, Indonesia","['tiket CLEAN', 'WiFi', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Resepsionis 24 Jam', 'AC', 'AC', 'WiFi Publik', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",3.0,208799,408618,-7.233799,109.914829
SPOT ON 2514 Homestay Ortegha,Hotel,"Mojo Tengah, Wonosobo","Jl. Dieng Km 4,Munggang Indah, Munggang, Kalibeber, Mojotengah, Kabupaten Wonosobo","['tiket CLEAN', 'WiFi', 'Parkir', 'tiket CLEAN', 'WiFi', 'Parkir', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'tiket CLEAN']",1.0,166667,235043,-7.327897,109.907888
RedDoorz Syariah near Telaga Warna Dieng,Hotel,"Kejajar, Wonosobo","Jl. Dieng, Dieng, Kejajar, Kabupaten Wonosobo, Jawa Tengah 56354, Indonesia","['WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'Teras', 'AC', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Rak Koran', 'Resepsionis 24 Jam']",3.8,243100,347777,-7.204656,109.91194
Homestay Dieng Persada Syariah,Guest House,"Kejajar, Wonosobo","Jl. Dieng No.KM 26, Dieng, Kejajar, Kabupaten Wonosobo, Jawa Tengah 56354, Indonesia","['tiket CLEAN', 'WiFi', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Resepsionis 24 Jam', 'AC', 'AC', 'WiFi Publik', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",Belum ada rating,130499,292400,-7.204632,109.912066
Homestay Dieng Cool Full House 6 Rooms,hotel,"Kejajar, Wonosobo","Jalan Kawah Sikidang, Karangsari Dieng Kulon RT/01 RW/04 Kecamatan Batur Kabupaten Banjarnegara Jawa Tengah","['tiket CLEAN', 'Parkir', 'Ruang Tamu', 'tiket CLEAN', 'Parkir', 'Ruang Tamu', 'Karaoke', 'Hewan Peliharaan Tidak Diperbolehkan', 'Ruang Tamu', 'Parkir (Gratis)']",3.4,249999,399999,-7.211791,109.907997
Dieng Plateau Guest House,Vacation Home,"Kejajar, Wonosobo",Jl. Dieng KM.26 No.16,"['WiFi', 'Parkir', 'WiFi', 'Parkir', 'Taman', 'WiFi Publik', 'Restoran', 'Kotak P3K']",3.3,162414,264231,-7.204229831695557,109.911376953125
Harumi Dieng,Vacation Home,"Garungan, Wonosobo","Jl. Raya Dieng km 12, no. 88, Kuripan, Garung, Wonosobo 56353,  Central Java","['WiFi', 'Parkir', 'Perlengkapan BBQ', 'WiFi', 'Parkir', 'Perlengkapan BBQ', 'Taman', 'Mendaki', 'Ruang game', 'Arena Game Center', 'WiFi Publik', 'Restoran', 'Layanan Laundry/Dry Cleaning', 'Tur', 'Resepsionis 24 Jam']",4.0,220000,229999,-7.28193998336792,109.93536376953124
Homestay Lovebird,Holiday Park,"Wonosobo, Wonosobo",Jalan Argopeni Kejiwan Lowoijo Rt 01 Rw 04 Wonosobo,"['WiFi', 'Parkir', 'WiFi', 'Parkir', 'WiFi Publik', 'Lemari Es', 'Shower', 'Teras atau Balkon']",4.0,200000,250000,-7.348259925842285,109.9035873413086
Haldor Stable Homestay,Vacation Home,"Wonosobo, Wonosobo",,"['Pet-friendly', 'Pet-friendly', 'Fasilitas Gym', 'Hewan Peliharaan Dibolehkan', 'Closet', 'Keamanan 24 jam']",Belum ada rating,269100,269100,-7.395480155944824,109.90900421142578
Dieng Ghuzy house syariah,Vacation Home,"Kejajar, Wonosobo",Jl. Dieng pass 0 km Dieng plateau kab Wonosobo 085291250250,"['Parkir', 'Parkir', 'Taman', 'Closet', 'Shower', 'Teras atau Balkon']",Belum ada rating,314999,314999,-7.204249858856201,109.91153717041016
Central House Karimunjawa,Hotel,"Karimun Jawa, Jepara","4CCP+36M, Jl. Pattimura, Karimunjawa, Kabupaten Jepara, Jawa Tengah 59455, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'AC', 'Parkir (Gratis)', 'Resepsionis 24 Jam', 'tiket CLEAN']",3.1,84910,266490,-5.879796,110.435561
Asta Homestay,Guest House,"Karimun Jawa, Jepara",Jl. Diponegoro RT 02 RW 02 Karimunjawa,"['WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Antar Jemput Bandara', 'Perlengkapan BBQ', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Antar Jemput Bandara', 'Perlengkapan BBQ', 'Mendaki', 'Menyelam', 'Taman', 'Snorkeling', 'Memancing', 'AC', 'WiFi Publik', 'Rak Pakaian', 'Tur', 'Check-in Tanpa Antre', 'Layanan bangun tidur', 'Resepsionis 24 Jam', 'Layanan Laundry/Dry Cleaning', 'Check-out Tanpa Antre', 'Kotak P3K']",4.7,285000,285000,-5.878890037536621,110.43374633789062
Sana Sini Hostel Karimunjawa,Hostel Privat,"Karimun Jawa, Jepara",Jl. jendral sudirman RT 02 RT 02 KEC. karimunjawa,"['tiket CLEAN', 'WiFi', 'Parkir', 'AC', 'Antar Jemput Bandara', 'Fasilitas Rapat', 'Hasil Antigen Diperlukan', 'Perlengkapan BBQ', 'tiket CLEAN', 'WiFi', 'Parkir', 'AC', 'Antar Jemput Bandara', 'Fasilitas Rapat', 'Hasil Antigen Diperlukan', 'Perlengkapan BBQ', 'Snorkeling', 'Badminton', 'Perahu Kayak', 'Mendaki', 'Menyelam', 'Bersepeda/Bersepeda Gunung', 'Gitar', 'Memancing', 'Hewan Peliharaan Tidak Diperbolehkan', 'Pemadam Api', 'ATM/Bank', 'Teras', 'Ruang Merokok', 'AC', 'Tempat berjemur', 'Fasilitas rapat', 'WiFi Publik', 'Ruang Tamu', 'Ruang merokok khusus', 'Parkir (Gratis)']",Belum ada rating,175000,285000,-5.877663,110.43393
The Bodhi Tree Karimunjawa,Hostel,"Karimun Jawa, Jepara","Karimunjawa, Jepara Regency, Central Java, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Pemandangan Laut', 'Fasilitas Ramah Difabel', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Pemandangan Laut', 'Fasilitas Ramah Difabel', 'AC', 'WiFi Publik', 'Restoran', 'Ruang Tamu', 'Parkir (Gratis)', 'Gazebo', 'Hewan Peliharaan Tidak Diperbolehkan', 'Check-out Tanpa Antre', 'Resepsionis 24 Jam']",4.6,249999,349999,-5.8796318,110.4341495
KALINDA HOMEY,Hostel,"Karimun Jawa, Jepara",Jl. Dr. Sutomo,"['tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Antar Jemput Bandara', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Antar Jemput Bandara', 'AC', 'Restoran', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Layanan Laundry/Dry Cleaning', 'Resepsionis 24 Jam']",4.5,140650,145000,-5.879588,110.433937
BIG K HOSTEL,Hostel,"Karimun Jawa, Jepara",Jalan Kapuran BIG K HOSTEL RT 4 RW 1,"['WiFi', 'Restoran', 'AC', 'Antar Jemput Bandara', 'Pet-friendly', 'WiFi', 'Restoran', 'AC', 'Antar Jemput Bandara', 'Pet-friendly', 'Taman', 'Snorkeling', 'Mendaki', 'Memancing', 'AC', 'WiFi Publik', 'Restoran', 'Hewan Peliharaan Dibolehkan']",5.0,159999,599999,-5.882719993591309,110.44435119628906
L'isola che... Hostel,Guest House,"Karimun Jawa, Jepara","Jl. Perintis RT 04 RW 01, Kapuran, Karimunjawa, Kabupaten Jepara, Jawa Tengah","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'AC', 'Parkir (Gratis)', 'Resepsionis 24 Jam', 'tiket CLEAN']",5.0,113831,401759,-5.881858,110.440235
