hotel_name,property_type,city,address,facilities,rating,min_price,max_price,latitude,longitude
RedDoorz Plus @ Grand Yustik Sukabumi,Resort,"Sukaraja, Sukabumi","Jalan Selabintana KM 7, Sundajaya Girang, Kec. Sukabumi, Sukabumi, Jawa Barat 43151, Indonesia","['tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Fasilitas Rapat', 'tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Fasilitas Rapat', 'Ruang Merokok', 'AC', 'Fasilitas rapat', 'Ruang merokok khusus', 'WiFi Publik', 'Kolam Renang', 'Restoran', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Layanan Laundry/Dry Cleaning', 'Resepsionis 24 Jam']",4.0,224285,149523,-6.868958,106.951604
RedDoorz Plus @ Grand Yustik Sukabumi,Resort,"Sukaraja, Sukabumi","Jalan Selabintana KM 7, Sundajaya Girang, Kec. Sukabumi, Sukabumi, Jawa Barat 43151, Indonesia","['tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Fasilitas Rapat', 'tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Fasilitas Rapat', 'Ruang Merokok', 'AC', 'Fasilitas rapat', 'Ruang merokok khusus', 'WiFi Publik', 'Kolam Renang', 'Restoran', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Layanan Laundry/Dry Cleaning', 'Resepsionis 24 Jam']",4.0,224285,149523,-6.868958,106.951604
Bittersweet,Guest House,"Cibadak, Sukabumi",Jl. Perintis Kemerdekaan. Gg Irlin No.5 (belakang food court Omah Konco),"['tiket CLEAN', 'WiFi', 'Resepsionis 24 Jam', 'Penyimpanan Barang', 'tiket CLEAN', 'WiFi', 'Resepsionis 24 Jam', 'Penyimpanan Barang', 'Parkir (Biaya Tambahan)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Layanan Laundry/Dry Cleaning', 'Check-out Tanpa Antre', 'Penitipan Bagasi', 'Check-in Tanpa Antre', 'Resepsionis 24 Jam']",3.4,180000,160000,-6.894072,106.785118
Villa Balekambang Ciletuh,Guest House,"Ciemas, Sukabumi","Jalan Cimarinjung, Ciwaru, Ciemas, Ciwaru, Kec. Ciemas, Kabupaten Sukabumi, Jawa Barat 43177","['tiket CLEAN', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'AC', 'Parkir (Gratis)', 'Resepsionis 24 Jam', 'tiket CLEAN']",Belum ada rating,1607000,201000,-7.175108,106.467323
RedDoorz Syariah @ Jl Raya Sukabumi,hotel,"Sukaraja, Sukabumi","Jl. Raya Sukabumi, Cimangkok, Kec. Sukalarang, Kabupaten Sukabumi, Jawa Barat 43191","['WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'AC', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",3.4,172260,172260,-6.882531,107.010847
RedDoorz near Pantai Citepus Pelabuhan Ratu,Hotel,"Cisolok, Sukabumi","Citepus Indah Hotel, Citepus, Pelabuhanratu, Sukabumi, West Java 43364, Indonesia","['tiket CLEAN', 'WiFi', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Resepsionis 24 Jam', 'AC', 'Ruang Merokok', 'AC', 'Ruang merokok khusus', 'WiFi Publik', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",3.6,191295,141382,-6.970244,106.52203
Villa Anyelir Yustik,Hotel,"Sukaraja, Sukabumi",No.Km Jl. Pd. Halimun,"['WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'AC', 'Ruang merokok khusus', 'Resepsionis 24 Jam', 'Area Merokok', 'Parkir di hotel', 'Keamanan 24 jam']",4.0,166434,110540,-6.874102193012334,106.94447798369777
Villa Anyelir Yustik,Hotel,"Sukaraja, Sukabumi",No.Km Jl. Pd. Halimun,"['WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'AC', 'Ruang merokok khusus', 'Resepsionis 24 Jam', 'Area Merokok', 'Parkir di hotel', 'Keamanan 24 jam']",4.0,166434,110540,-6.874102193012334,106.94447798369777
AA BUNGSU Syariah Balekambang Ciletuh Sukabumi RedPartner,hotel,"Ciemas, Sukabumi","Jalan Cimarinjung, Ciwaru, Ciemas, Sukabumi, Jawa Barat 43177, Pelabuhan Ratu, Sukabumi, Jawa Barat, Indonesia, 43177","['WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'AC', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",4.1,207900,133570,-7.170888,106.48325
RedDoorz near Pantai Cikakak Pelabuhan Ratu,hotel,"Cisolok, Sukabumi","Perum. Pemda Pasir bendera, Cikakak, Kec. Pelabuhanratu, Kabupaten Sukabumi, Jawa Barat 43365","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'AC', 'Parkir (Gratis)', 'Resepsionis 24 Jam', 'tiket CLEAN']",Belum ada rating,252000,216000,-6.942784,106.497218
RedDoorz Syariah near Wisata Situ Gunung Sukabumi,Hotel,"Sukabumi, Sukabumi","Jl. Kadudampit KM.6 No.58, Gede Pangrango, Kec. Cisaat, Sukabumi Regency, Jawa Barat 43153, Indonesia","['WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'Teras', 'AC', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Rak Koran', 'Resepsionis 24 Jam']",3.7,171315,95226,-6.85992,106.919771
RedDoorz Syariah near Wisata Situ Gunung Sukabumi,Hotel,"Sukabumi, Sukabumi","Jl. Kadudampit KM.6 No.58, Gede Pangrango, Kec. Cisaat, Sukabumi Regency, Jawa Barat 43153, Indonesia","['WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'Teras', 'AC', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Rak Koran', 'Resepsionis 24 Jam']",3.7,171315,95226,-6.85992,106.919771
Villa Anyelir Yustik RedPartner,Hotel,"Sukaraja, Sukabumi","Jl. Pd. Halimun Jl. Selabintana No.Km. 7, Perbawati, Kec. Sukabumi, Kabupaten Sukabumi, Jawa Barat 43151","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'AC', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",3.4,253800,186000,-6.874099,106.944466
Villa Anyelir Yustik RedPartner,Hotel,"Sukaraja, Sukabumi","Jl. Pd. Halimun Jl. Selabintana No.Km. 7, Perbawati, Kec. Sukabumi, Kabupaten Sukabumi, Jawa Barat 43151","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'AC', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",3.4,253800,186000,-6.874099,106.944466
Villa Anyelir Yustik,Hotel,"Sukaraja, Sukabumi",No.Km Jl. Pd. Halimun,"['WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'AC', 'Ruang merokok khusus', 'Resepsionis 24 Jam', 'Area Merokok', 'Parkir di hotel', 'Keamanan 24 jam']",4.0,166434,110540,-6.874102193012334,106.94447798369777
Villa Anyelir Yustik,Hotel,"Sukaraja, Sukabumi",No.Km Jl. Pd. Halimun,"['WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'AC', 'Ruang merokok khusus', 'Resepsionis 24 Jam', 'Area Merokok', 'Parkir di hotel', 'Keamanan 24 jam']",4.0,166434,110540,-6.874102193012334,106.94447798369777
RedDoorz Plus @ Grand Yustik Sukabumi,Resort,"Sukaraja, Sukabumi","Jalan Selabintana KM 7, Sundajaya Girang, Kec. Sukabumi, Sukabumi, Jawa Barat 43151, Indonesia","['tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Fasilitas Rapat', 'tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Fasilitas Rapat', 'Ruang Merokok', 'AC', 'Fasilitas rapat', 'Ruang merokok khusus', 'WiFi Publik', 'Kolam Renang', 'Restoran', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Layanan Laundry/Dry Cleaning', 'Resepsionis 24 Jam']",4.0,224285,149523,-6.868958,106.951604
RedDoorz Plus @ Grand Yustik Sukabumi,Resort,"Sukaraja, Sukabumi","Jalan Selabintana KM 7, Sundajaya Girang, Kec. Sukabumi, Sukabumi, Jawa Barat 43151, Indonesia","['tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Fasilitas Rapat', 'tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Fasilitas Rapat', 'Ruang Merokok', 'AC', 'Fasilitas rapat', 'Ruang merokok khusus', 'WiFi Publik', 'Kolam Renang', 'Restoran', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Layanan Laundry/Dry Cleaning', 'Resepsionis 24 Jam']",4.0,224285,149523,-6.868958,106.951604
RedDoorz near Alun-Alun Kota Sukabumi,Guest House,"Sukabumi, Sukabumi",Jl. Kenari No.16 - 18,"['Kolam Renang', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'Kolam Renang', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'Teras', 'Ruang Merokok', 'AC', 'Ruang merokok khusus', 'WiFi Publik', 'Kolam Renang', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Resepsionis 24 Jam']",3.4,358875,296010,-6.914893,106.930189
Hotel Taman Sari,Hotel,"Cikole, Sukabumi","Jalan Surya Kencana No. 17, Sukabumi","['Resepsionis 24 Jam', 'Resepsionis 24 Jam', 'Ruang Merokok', 'Resepsionis 24 Jam']",3.1,1530709,289514,-6.9116649,106.9348188
RedDoorz @ Jalan R.E. Martadinata Sukabumi,Hotel,"Sukabumi, Sukabumi","Jl. R. E. Martadinata No.55, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Ruang Merokok', 'AC', 'ATM/Bank', 'Ruang merokok khusus', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",4.0,355000,200243,-6.920318,106.933818
OYO 90405 Penginapan Sasti Kuningan,Hotel,"Cilimus, Kuningan",Jalan raya bandorasa no 45 kecamatan cilimus kabupaten kuningan,"['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'AC', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Check-out Tanpa Antre', 'Staf Multibahasa', 'Check-in Tanpa Antre', 'Resepsionis 24 Jam']",3.4,183724,70370,-6.888835,108.493861
Capital O 90530  Ayong M Linggarjati Hotel,Hotel,"Cilimus, Kuningan","Jl Raya Linggarjati No. 04, Kuningan, Jawa barat, Kuningan","['Kolam Renang', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'Kolam Renang', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'WiFi Publik', 'Kolam Renang', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Staf Multibahasa', 'Check-in Tanpa Antre', 'Resepsionis 24 Jam']",3.8,211539,211539,-6.883624,108.481478
OYO 113676 Wisma Al-fahmi Syariah,Hotel,"Jalaksana, Kuningan","no 83, jln raya manis kidul jawa Barat, Indonesia, Kuningan","['WiFi', 'Parkir', 'AC', 'Pet-friendly', 'WiFi', 'Parkir', 'AC', 'Pet-friendly', 'AC', 'Parkir (Gratis)', 'Hewan Peliharaan Dibolehkan', 'Check-out Tanpa Antre']",4.0,176282,60862,-6.909168,108.483151
Hotel/Villa Anugerah,Hotel,"Cilimus, Kuningan","Linggasana, Cilimus, Kuningan Regency, West Java 45556","['tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'Antar Jemput Bandara', 'Penyimpanan Barang', 'tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'Antar Jemput Bandara', 'Penyimpanan Barang', 'Hewan Peliharaan Tidak Diperbolehkan', 'Kolam Renang', 'Parkir (Gratis)', 'Penitipan Bagasi', 'Resepsionis 24 Jam']",3.4,548826,177998,-6.884449,108.477382
OYO 90543 An-nur Guest House Syariah,Hotel,"Jalaksana, Kuningan","rt 4, Maniskidul, Jawa Barat,  Indonesia, Kuningan","['Kolam Renang', 'WiFi', 'Parkir', 'Kolam Renang', 'WiFi', 'Parkir', 'WiFi Publik', 'Kolam Renang', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Check-out Tanpa Antre', 'Staf Multibahasa', 'Check-in Tanpa Antre']",4.5,120319,112778,-6.909888,108.488463
RedDoorz Plus near Alun Alun Kuningan,Hotel,"Kuningan, Kuningan","Jl. Pramuka No.96, Purwawinangun, Kec. Kuningan, Kabupaten Kuningan, Jawa Barat 45512, Indonesia","['WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Pusat Kebugaran', 'Fasilitas Rapat', 'Fasilitas Ramah Difabel', 'Penyimpanan Barang', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Pusat Kebugaran', 'Fasilitas Rapat', 'Fasilitas Ramah Difabel', 'Penyimpanan Barang', 'Fitness', 'Fasilitas Gym', 'Teras', 'Ruang Merokok', 'AC', 'Tempat berjemur', 'Ruang merokok khusus', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan']",3.4,418249,286416,-6.974514,108.478263
Villa Mawar Adinda Kuningan Syariah RedPartner,Hotel,"Lebakwangi, Kuningan","Jl. Raya Cinagara No. 11, Cinagara, Kec. Lebakwangi, Kabupaten Kuningan, Jawa Barat 45574, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'AC', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",Belum ada rating,390852,286750,-7.020537,108.58353
Vaccinated Staff - OYO II3676 Wisma Al-fahmi Syariah,Hotel,"Jalaksana, Kuningan","no 83, jln raya manis kidul jawa Barat","['WiFi', 'Parkir', 'AC', 'WiFi', 'Parkir', 'AC', 'Taman', 'AC', 'WiFi Publik', 'Check-out Tanpa Antre', 'Check-in Tanpa Antre', 'Kotak P3K']",5.0,105599,71807,-6.91579008102417,108.48780822753906
Saung Aligo RedPartner,Guest House,"Cigugur, Kuningan","Jl. Cileuleuy No.154, Cileuleuy, Kec. Cigugur, Kabupaten Kuningan, Jawa Barat 45552, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'AC', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",5.0,241110,102664,-6.981835,108.45472
Penginapan Al Firdausi Syariah RedPartner,Hostel,"Jalaksana, Kuningan","Maniskidul, Jalaksana RT/RW 005/001, Maniskidul, Kec. Jalaksana, Kabupaten Kuningan, Jawa Barat 45554, Indonesia","['tiket CLEAN', 'WiFi', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Resepsionis 24 Jam', 'AC', 'Ruang Merokok', 'AC', 'Ruang merokok khusus', 'WiFi Publik', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",3.9,444150,253678,-6.907901,108.482877
Hotel Familie Ayu Garut Kota,Guest House,"Garut Kota, Garut","Jl. Ranggalawe No.66, Regol, Garut Kota","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Fasilitas Rapat', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Fasilitas Rapat', 'Teras', 'Ruang Merokok', 'AC', 'Fasilitas rapat', 'Ruang merokok khusus', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Layanan Concierge', 'Resepsionis 24 Jam']",4.0,283821,151844,-7.21873,107.905453
RedDoorz near Alun-Alun Garut,Guest House,"Garut Kota, Garut","Jl. Veteran No. 14 Pakuwon, Garut, Garut Regency, West Java, Indonesia","['WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'Ruang Merokok', 'AC', 'Ruang merokok khusus', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Resepsionis 24 Jam']",3.8,255915,223740,-7.21505,107.904468
Wisma Yasmin Syariah,Guest House,"Garut Kota, Garut",Jl. Pasundan No. 39 Kelurahan Kota Kulon. Kecamatan Garut kota. Kabupaten Gatut. Propinsi Jawa Barat.,"['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'Parkir (Gratis)', 'Resepsionis 24 Jam', 'tiket CLEAN']",5.0,377777,177777,-7.222924,107.905246
Sudirman Quest Syariah,Guest House,"Garut Kota, Garut","Jl. Jendral Sudirman No.4c, Kota Kulon, Kec. Garut Kota, Kabupaten Garut, Jawa Barat","['InDOnesia CARE', 'tiket CLEAN', 'WiFi', 'Parkir', 'AC', 'InDOnesia CARE', 'tiket CLEAN', 'WiFi', 'Parkir', 'AC', 'AC', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Keamanan']",3.0,165000,165000,-7.226938,107.913787
favehotel Cimanuk,Hotel,"Tarogong Kidul, Garut",Jalan Cimanuk No. 338,"['tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Spa', 'Lift', 'tiket CLEAN', 'Kolam Renang', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Spa', 'Lift', 'AC', 'Fasilitas Rapat', 'Bukti Vaksin Covid-19', 'Kolam Renang Outdoor', 'Taman', 'Ruang Merokok', 'AC', 'Fasilitas rapat', 'Lift', 'Restoran', 'Ruang merokok khusus', 'Hewan Peliharaan Tidak Diperbolehkan']",4.0,1040000,464000,-7.20334,107.89
RedDoorz @ Pataruman Garut,Hotel,"Tarogong Kidul, Garut","Jl. Pataruman, Pataruman, Kec. Tarogong Kidul, Kabupaten Garut, Jawa Barat","['WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Pusat Kebugaran', 'Penyimpanan Barang', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Pusat Kebugaran', 'Penyimpanan Barang', 'Fitness', 'Fasilitas Gym', 'Teras', 'AC', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan']",3.6,292050,212850,-7.201174,107.893263
RedDoorz @ Pataruman Garut,Hotel,"Tarogong Kidul, Garut","Jl. Pataruman, Pataruman, Kec. Tarogong Kidul, Kabupaten Garut, Jawa Barat","['WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Pusat Kebugaran', 'Penyimpanan Barang', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Pusat Kebugaran', 'Penyimpanan Barang', 'Fitness', 'Fasilitas Gym', 'Teras', 'AC', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan']",3.6,292050,212850,-7.201174,107.893263
Alana Gardenia Syariah,hotel,"Tarogong Kaler, Garut","C11, Sirnajaya, Tarogong Kidul, Garut Regency, Garut","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'AC', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",4.2,275080,173880,-7.203877,107.865251
Hotel Tiara,Hotel,"Tarogong Kidul, Garut",Jl. Cimanuk No.311 Pataruman,"['WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'Perlengkapan BBQ', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'Lift', 'Perlengkapan BBQ', 'Taman', 'Ruang merokok khusus', 'WiFi Publik', 'Lift', 'Restoran', 'Layanan Laundry/Dry Cleaning', 'Check-out Tanpa Antre', 'Check-in Tanpa Antre', 'Layanan Concierge', 'Resepsionis 24 Jam']",3.4,791676,263892,-7.20316151691964,107.8901570179396
OYO 3340 Wisma Etiga,Hotel,"Tarogong Kidul, Garut","Jl Merdeka No. 115 Kel Haurpanggung Kec Tarogong Kidul Garut, Garut","['tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Teras', 'Ruang Merokok', 'AC', 'Tempat berjemur', 'Ruang merokok khusus', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Staf Multibahasa', 'Resepsionis 24 Jam']",3.4,177334,118462,-7.200246,107.902736
Ultima Syariah Cipanas Garut RedPartner,Hotel,"Tarogong Kaler, Garut","Jl. Raya Cipanas No.107, Rancabango, Kec. Tarogong Kaler, Kabupaten Garut, Jawa Barat 44151, Indonesia","['tiket CLEAN', 'WiFi', 'Resepsionis 24 Jam', 'AC', 'tiket CLEAN', 'WiFi', 'Resepsionis 24 Jam', 'AC', 'AC', 'WiFi Publik', 'Hewan Peliharaan Tidak Diperbolehkan', 'Resepsionis 24 Jam']",4.0,327360,180576,-7.178292,107.871075
Container Hotel,Hotel,"Tarogong Kidul, Garut","Jl. RSU Dr Slamet, Sukakarya, Tarogong Kidul, Garut","['WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'AC', 'Restoran', 'Parkir (Gratis)', 'Layanan Laundry/Dry Cleaning', 'Resepsionis 24 Jam', 'Lemari Es']",4.7,290000,290000,-7.220214,107.898537
RedDoorz Resort near Darajat Garut,Hotel,"Pasirwangi, Garut","Sirnajaya, Padasuka, Pasirwangi, Kabupaten Garut, Jawa Barat 44161, Indonesia","['WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'Teras', 'AC', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Rak Koran', 'Resepsionis 24 Jam']",4.2,224928,205920,-7.220816,107.812226
RedDoorz Plus @ Otista Garut,Hotel,"Tarogong Kidul, Garut","Pananjung, Tarogong Kidul, Jl. Otista No.234, Sukagalih, Kec. Tarogong Kaler, Kabupaten Garut, Jawa Barat","['WiFi', 'Parkir', 'AC', 'Penyimpanan Barang', 'WiFi', 'Parkir', 'AC', 'Penyimpanan Barang', 'Teras', 'Ruang Merokok', 'AC', 'Tempat berjemur', 'Ruang merokok khusus', 'WiFi Publik', 'Ruang Tamu', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi']",3.4,544655,201960,-7.193785,107.886443
Wisma Vandera Syariah Garut RedPartner,Hotel,"Karangpawitan, Garut","Jl. Jendral Sudirman No.27, Sucikaler, Kec. Karangpawitan, Kabupaten Garut, Jawa Barat 44182, Indonesia","['tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'tiket CLEAN', 'WiFi', 'Parkir', 'Restoran', 'Resepsionis 24 Jam', 'AC', 'Penyimpanan Barang', 'Teras', 'Ruang Merokok', 'AC', 'Ruang merokok khusus', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan', 'Penitipan Bagasi', 'Rak Koran', 'Resepsionis 24 Jam']",3.5,317250,194578,-7.212829,107.918856
RedDoorz @ Pataruman Garut,Hotel,"Tarogong Kidul, Garut","Jl. Pataruman, Pataruman, Kec. Tarogong Kidul, Kabupaten Garut, Jawa Barat","['WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Pusat Kebugaran', 'Penyimpanan Barang', 'WiFi', 'Parkir', 'Resepsionis 24 Jam', 'AC', 'Pusat Kebugaran', 'Penyimpanan Barang', 'Fitness', 'Fasilitas Gym', 'Teras', 'AC', 'WiFi Publik', 'Parkir (Gratis)', 'Hewan Peliharaan Tidak Diperbolehkan']",3.6,292050,212850,-7.201174,107.893263
